# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LYLY1_2A021276	LYLY1_2A021276	LYLY1_2A021276T1	protein_coding	0	1	0	16	0	0	0	5	0	8	0	0	0	0	0	0	0	0	1	3
LYLY1_2A021277	LYLY1_2A021277	LYLY1_2A021277T1	protein_coding	1	0	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5
LYLY1_2A021279	LYLY1_2A021279	LYLY1_2A021279T1	protein_coding	0	0	0	12	4	0	1	2	0	3	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021280	LYLY1_2A021280	LYLY1_2A021280T1	protein_coding	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
LYLY1_2A021284	LYLY1_2A021284	LYLY1_2A021284T3	protein_coding	0	1	0	273	0	0	0	18	0	248	0	0	0	1	0	0	0	0	0	8
LYLY1_2A021286	LYLY1_2A021286	LYLY1_2A021286T1	protein_coding	0	1	0	27	1	0	0	5	0	21	0	0	0	0	0	0	0	0	1	0
LYLY1_2A021287	LYLY1_2A021287	LYLY1_2A021287T1	protein_coding	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1
LYLY1_2A021288	LYLY1_2A021288	LYLY1_2A021288T1	protein_coding	0	3	2	9	0	0	0	4	0	0	2	0	0	0	0	0	0	0	3	5
LYLY1_2A021292	LYLY1_2A021292	LYLY1_2A021292T1	protein_coding	0	2	2	227	0	0	0	4	0	217	2	0	0	0	0	0	0	0	2	6
LYLY1_2A021293	LYLY1_2A021293	LYLY1_2A021293T1	protein_coding	0	1	1	23	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	17
LYLY1_2A021294	LYLY1_2A021294	LYLY1_2A021294T1	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021297	LYLY1_2A021297	LYLY1_2A021297T3	protein_coding	0	0	1	27	0	0	0	3	0	17	1	0	0	0	0	0	0	0	0	7
LYLY1_2A021298	LYLY1_2A021298	LYLY1_2A021298T1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A021299	LYLY1_2A021299	LYLY1_2A021299T1	protein_coding	0	2	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	4
LYLY1_2A021300	LYLY1_2A021300	LYLY1_2A021300T1	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021303	LYLY1_2A021303	LYLY1_2A021303T1	protein_coding	0	2	0	66	4	0	1	9	0	44	0	0	0	0	0	0	0	0	2	8
LYLY1_2A021304	LYLY1_2A021304	LYLY1_2A021304T1	protein_coding	0	1	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	2
LYLY1_2A021305	LYLY1_2A021305	LYLY1_2A021305T1	protein_coding	0	0	1	17	0	0	0	2	0	10	1	0	0	0	0	0	0	0	0	5
LYLY1_2A021306	LYLY1_2A021306	LYLY1_2A021306T1	protein_coding	0	0	0	14	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021307	LYLY1_2A021307	LYLY1_2A021307T1	protein_coding	0	1	3	128	0	0	0	1	0	111	3	0	0	1	0	0	0	0	1	16
LYLY1_2A021308	LYLY1_2A021308	LYLY1_2A021308T1	protein_coding	0	0	0	18	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021311	LYLY1_2A021311	LYLY1_2A021311T1	protein_coding	0	1	0	129	0	0	0	6	0	123	0	0	0	0	0	0	0	0	1	0
LYLY1_2A021312	LYLY1_2A021312	LYLY1_2A021312T1	protein_coding	0	1	0	104	0	0	0	22	0	71	0	0	0	0	0	0	0	0	1	11
LYLY1_2A021313	LYLY1_2A021313	LYLY1_2A021313T1	protein_coding	0	1	0	50	3	0	0	4	0	39	0	0	0	0	0	0	0	0	1	4
LYLY1_2A021314	LYLY1_2A021314	LYLY1_2A021314T1	protein_coding	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
LYLY1_2A021315	LYLY1_2A021315	LYLY1_2A021315T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021316	LYLY1_2A021316	LYLY1_2A021316T1	protein_coding	1	0	2	130	0	0	0	6	0	110	2	0	1	0	0	0	0	0	0	15
LYLY1_2A021319	LYLY1_2A021319	LYLY1_2A021319T2	protein_coding	0	1	0	30	0	0	0	2	0	26	0	0	0	0	0	0	0	0	1	2
LYLY1_2A021320	LYLY1_2A021320	LYLY1_2A021320T1	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A021321	LYLY1_2A021321	LYLY1_2A021321T1	protein_coding	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
LYLY1_2A021322	LYLY1_2A021322	LYLY1_2A021322T1	protein_coding	0	2	0	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	11
LYLY1_2A021324	LYLY1_2A021324	LYLY1_2A021324T1	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
LYLY1_2A021325	LYLY1_2A021325	LYLY1_2A021325T1	protein_coding	0	0	0	30	0	0	0	8	0	18	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021327	LYLY1_2A021327	LYLY1_2A021327T2	protein_coding	0	0	1	287	0	0	0	7	0	278	1	0	0	0	0	0	0	0	0	2
LYLY1_2A021329	LYLY1_2A021329	LYLY1_2A021329T1	protein_coding	0	1	1	48	2	0	0	15	0	27	1	0	0	0	0	0	0	0	1	4
LYLY1_2A021330	LYLY1_2A021330	LYLY1_2A021330T1	protein_coding	0	1	1	40	0	0	0	5	0	26	1	0	0	0	0	0	0	0	1	9
LYLY1_2A021332	LYLY1_2A021332	LYLY1_2A021332T1	protein_coding	0	0	0	18	1	0	0	3	0	12	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021333	LYLY1_2A021333	LYLY1_2A021333T1	protein_coding	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
LYLY1_2A021335	LYLY1_2A021335	LYLY1_2A021335T2	protein_coding	0	0	1	33	1	0	0	15	0	6	1	0	0	0	0	0	0	0	0	11
LYLY1_2A021336	LYLY1_2A021336	LYLY1_2A021336T1	protein_coding	0	0	0	8	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021338	LYLY1_2A021338	LYLY1_2A021338T2	protein_coding	0	0	1	72	0	0	0	4	0	65	1	0	0	0	0	0	0	0	0	3
LYLY1_2A021340	LYLY1_2A021340	LYLY1_2A021340T2	protein_coding	0	2	2	57	0	0	0	3	0	51	2	0	0	1	0	0	0	0	1	4
LYLY1_2A021341	LYLY1_2A021341	LYLY1_2A021341T1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A021342	LYLY1_2A021342	LYLY1_2A021342T1	protein_coding	0	1	0	830	0	0	0	9	0	813	0	0	0	0	0	0	0	0	1	8
LYLY1_2A021343	LYLY1_2A021343	LYLY1_2A021343T1	protein_coding	0	0	0	19	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021346	LYLY1_2A021346	LYLY1_2A021346T3	protein_coding	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
LYLY1_2A021347	LYLY1_2A021347	LYLY1_2A021347T1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021348	LYLY1_2A021348	LYLY1_2A021348T1	protein_coding	0	1	1	14	0	0	0	6	0	4	1	0	0	0	0	0	0	0	1	4
LYLY1_2A021349	LYLY1_2A021349	LYLY1_2A021349T1	protein_coding	0	0	0	35	0	0	1	8	0	20	0	0	0	0	0	0	0	0	0	6
LYLY1_2A021352	LYLY1_2A021352	LYLY1_2A021352T3	protein_coding	0	3	0	297	0	0	0	31	0	256	0	0	0	1	0	0	0	0	2	11
LYLY1_2A021353	LYLY1_2A021353	LYLY1_2A021353T1	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021354	LYLY1_2A021354	LYLY1_2A021354T1	protein_coding	0	1	1	24	0	0	0	2	0	17	1	0	0	0	0	0	0	0	1	5
LYLY1_2A021363	LYLY1_2A021363	LYLY1_2A021363T4	protein_coding	0	0	0	75	2	0	0	8	0	61	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021364	LYLY1_2A021364	LYLY1_2A021364T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A021365	LYLY1_2A021365	LYLY1_2A021365T1	protein_coding	0	0	1	5	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1
LYLY1_2A021370	LYLY1_2A021370	LYLY1_2A021370T2	protein_coding	0	2	0	96	3	0	5	19	0	57	0	0	0	0	0	0	0	0	2	12
LYLY1_2A021373	LYLY1_2A021373	LYLY1_2A021373T2	protein_coding	0	2	1	73	5	0	0	7	0	56	1	0	0	0	0	0	0	0	2	5
LYLY1_2A021374	LYLY1_2A021374	LYLY1_2A021374T1	protein_coding	0	3	1	54	0	0	0	2	0	54	1	0	0	3	0	0	0	0	0	1
LYLY1_2A021375	LYLY1_2A021375	LYLY1_2A021375T1	protein_coding	0	0	0	33	2	0	0	6	0	18	0	0	0	0	0	0	0	0	0	7
LYLY1_2A021377	LYLY1_2A021377	LYLY1_2A021377T2	protein_coding	0	0	0	20	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021378	LYLY1_2A021378	LYLY1_2A021378T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021381	LYLY1_2A021381	LYLY1_2A021381T1	protein_coding	0	0	0	18	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021385	LYLY1_2A021385	LYLY1_2A021385T1	protein_coding	0	1	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
LYLY1_2A021386	LYLY1_2A021386	LYLY1_2A021386T1	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021387	LYLY1_2A021387	LYLY1_2A021387T1	protein_coding	0	0	0	21	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	9
LYLY1_2A021388	LYLY1_2A021388	LYLY1_2A021388T1	protein_coding	0	0	1	43	5	0	0	6	0	31	1	0	0	0	0	0	0	0	0	1
LYLY1_2A021389	LYLY1_2A021389	LYLY1_2A021389T1	protein_coding	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
LYLY1_2A021392	LYLY1_2A021392	LYLY1_2A021392T2	protein_coding	0	0	1	17	1	0	0	4	0	8	1	0	0	0	0	0	0	0	0	4
LYLY1_2A021393	LYLY1_2A021393	LYLY1_2A021393T1	protein_coding	0	1	0	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	10
LYLY1_2A021394	LYLY1_2A021394	LYLY1_2A021394T1	protein_coding	0	0	1	97	4	0	0	12	0	45	1	0	0	0	0	0	0	0	0	36
LYLY1_2A021395	LYLY1_2A021395	LYLY1_2A021395T1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
LYLY1_2A021397	LYLY1_2A021397	LYLY1_2A021397T1	protein_coding	0	0	0	63	7	0	0	11	0	41	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021399	LYLY1_2A021399	LYLY1_2A021399T2	protein_coding	0	1	0	49	0	0	0	4	0	44	0	0	0	0	0	0	0	0	1	1
LYLY1_2A021404	LYLY1_2A021404	LYLY1_2A021404T5	protein_coding	0	0	0	101	1	0	0	3	0	94	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021405	LYLY1_2A021405	LYLY1_2A021405T1	protein_coding	0	1	0	18	0	0	1	3	0	5	0	0	0	0	0	0	0	0	1	9
LYLY1_2A021406	LYLY1_2A021406	LYLY1_2A021406T1	protein_coding	0	0	0	28	1	0	1	8	0	14	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021409	LYLY1_2A021409	LYLY1_2A021409T2	protein_coding	0	2	0	118	1	0	0	4	0	110	0	0	0	0	0	0	0	0	2	3
LYLY1_2A021411	LYLY1_2A021411	LYLY1_2A021411T1	protein_coding	0	1	2	6	0	0	0	5	0	0	2	0	0	0	0	0	0	0	1	1
LYLY1_2A021413	LYLY1_2A021413	LYLY1_2A021413T1	protein_coding	0	0	0	88	0	0	0	8	0	70	0	0	0	0	0	0	0	0	0	10
LYLY1_2A021415	LYLY1_2A021415	LYLY1_2A021415T1	protein_coding	0	0	1	61	4	0	0	1	0	53	1	0	0	0	0	0	0	0	0	3
LYLY1_2A021416	LYLY1_2A021416	LYLY1_2A021416T1	protein_coding	0	0	1	15	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	7
LYLY1_2A021417	LYLY1_2A021417	LYLY1_2A021417T1	protein_coding	0	0	0	79	6	0	0	5	0	62	0	0	0	0	0	0	0	0	0	6
LYLY1_2A021418	LYLY1_2A021418	LYLY1_2A021418T1	protein_coding	0	0	0	40	0	0	0	6	0	28	0	0	0	0	0	0	0	0	0	6
LYLY1_2A021419	LYLY1_2A021419	LYLY1_2A021419T1	protein_coding	0	1	1	23	0	0	0	11	0	4	1	0	0	0	0	0	0	0	1	8
LYLY1_2A021421	LYLY1_2A021421	LYLY1_2A021421T1	protein_coding	0	1	0	16	0	0	1	1	0	7	0	0	0	0	0	0	0	0	1	7
LYLY1_2A021425	LYLY1_2A021425	LYLY1_2A021425T3	protein_coding	0	0	0	54	0	0	1	1	0	48	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021427	LYLY1_2A021427	LYLY1_2A021427T2	protein_coding	0	0	0	19	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021429	LYLY1_2A021429	LYLY1_2A021429T1	protein_coding	0	0	0	8	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021430	LYLY1_2A021430	LYLY1_2A021430T1	protein_coding	0	0	1	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
LYLY1_2A021432	LYLY1_2A021432	LYLY1_2A021432T2	protein_coding	0	1	1	34	3	0	0	6	0	18	1	0	0	0	0	0	0	0	1	7
LYLY1_2A021436	LYLY1_2A021436	LYLY1_2A021436T3	protein_coding	0	2	0	620	3	0	0	31	0	576	0	0	0	0	0	0	0	0	2	10
LYLY1_2A021437	LYLY1_2A021437	LYLY1_2A021437T1	protein_coding	0	7	4	57	0	0	0	7	0	31	4	0	0	2	0	0	0	0	6	20
LYLY1_2A021438	LYLY1_2A021438	LYLY1_2A021438T1	protein_coding	0	0	1	5	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1
LYLY1_2A021439	LYLY1_2A021439	LYLY1_2A021439T1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021440	LYLY1_2A021440	LYLY1_2A021440T1	protein_coding	0	2	1	36	5	0	0	8	0	18	1	0	0	1	0	0	0	0	1	6
LYLY1_2A021442	LYLY1_2A021442	LYLY1_2A021442T2	protein_coding	0	0	0	49	2	0	1	10	0	31	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021446	LYLY1_2A021446	LYLY1_2A021446T4	protein_coding	0	1	2	20	0	0	0	3	0	8	2	0	0	0	0	0	0	0	1	9
LYLY1_2A021447	LYLY1_2A021447	LYLY1_2A021447T1	protein_coding	0	0	1	12	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	8
LYLY1_2A021448	LYLY1_2A021448	LYLY1_2A021448T1	protein_coding	0	3	2	84	0	0	0	12	0	62	2	0	0	0	0	0	0	0	3	10
LYLY1_2A021453	LYLY1_2A021453	LYLY1_2A021453T5	protein_coding	0	2	1	86	0	0	0	6	0	79	1	0	0	0	0	0	0	0	2	1
LYLY1_2A021457	LYLY1_2A021457	LYLY1_2A021457T1	protein_coding	0	2	1	43	1	0	0	8	0	27	1	0	0	1	0	0	0	0	1	8
LYLY1_2A021459	LYLY1_2A021459	LYLY1_2A021459T1	protein_coding	0	0	0	19	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021460	LYLY1_2A021460	LYLY1_2A021460T1	protein_coding	0	1	2	7	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	3
LYLY1_2A021461	LYLY1_2A021461	LYLY1_2A021461T1	protein_coding	1	10	7	101	0	0	0	10	0	75	7	0	0	3	0	1	0	0	8	18
LYLY1_2A021462	LYLY1_2A021462	LYLY1_2A021462T1	protein_coding	0	2	0	97	0	0	0	10	0	87	0	0	0	1	0	0	0	0	1	1
LYLY1_2A021465	LYLY1_2A021465	LYLY1_2A021465T1	protein_coding	0	2	0	11	0	0	0	2	0	7	0	0	0	0	0	0	0	0	2	2
LYLY1_2A021466	LYLY1_2A021466	LYLY1_2A021466T1	protein_coding	0	1	0	20	0	0	0	8	0	3	0	0	0	0	0	0	0	0	1	9
LYLY1_2A021468	LYLY1_2A021468	LYLY1_2A021468T1	protein_coding	0	2	3	44	0	0	0	11	0	29	3	0	0	0	0	0	0	0	2	4
LYLY1_2A021469	LYLY1_2A021469	LYLY1_2A021469T1	protein_coding	0	1	1	30	0	0	0	8	0	11	1	0	0	0	0	0	0	0	1	11
LYLY1_2A021470	LYLY1_2A021470	LYLY1_2A021470T1	protein_coding	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2
LYLY1_2A021472	LYLY1_2A021472	LYLY1_2A021472T2	protein_coding	0	3	0	145	0	0	0	6	0	136	0	0	0	0	0	0	0	0	3	3
LYLY1_2A021473	LYLY1_2A021473	LYLY1_2A021473T1	protein_coding	0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11
LYLY1_2A021478	LYLY1_2A021478	LYLY1_2A021478T1	protein_coding	0	2	2	68	1	0	0	3	0	58	2	0	0	1	0	0	0	0	1	7
LYLY1_2A021479	LYLY1_2A021479	LYLY1_2A021479T1	protein_coding	0	1	0	39	0	0	0	2	0	37	0	0	0	0	0	0	0	0	1	0
LYLY1_2A021481	LYLY1_2A021481	LYLY1_2A021481T2	protein_coding	0	0	0	9	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021482	LYLY1_2A021482	LYLY1_2A021482T1	protein_coding	0	1	1	12	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	6
LYLY1_2A021483	LYLY1_2A021483	LYLY1_2A021483T1	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
LYLY1_2A021484	LYLY1_2A021484	LYLY1_2A021484T1	protein_coding	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
LYLY1_2A021486	LYLY1_2A021486	LYLY1_2A021486T1	protein_coding	0	2	0	9	1	0	1	2	0	1	0	0	0	0	0	0	0	0	2	4
LYLY1_2A021488	LYLY1_2A021488	LYLY1_2A021488T1	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021491	LYLY1_2A021491	LYLY1_2A021491T3	protein_coding	0	0	0	73	10	0	0	4	0	55	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021493	LYLY1_2A021493	LYLY1_2A021493T2	protein_coding	0	0	2	119	0	0	0	3	0	115	2	0	0	0	0	0	0	0	0	1
LYLY1_2A021494	LYLY1_2A021494	LYLY1_2A021494T1	protein_coding	0	1	2	205	0	0	0	7	0	194	2	0	0	0	0	0	0	0	1	4
LYLY1_2A021495	LYLY1_2A021495	LYLY1_2A021495T1	protein_coding	0	0	0	14	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	7
LYLY1_2A021498	LYLY1_2A021498	LYLY1_2A021498T2	protein_coding	0	0	0	8	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021500	LYLY1_2A021500	LYLY1_2A021500T2	protein_coding	0	1	0	38	4	0	0	9	0	21	0	0	0	0	0	0	0	0	1	4
LYLY1_2A021501	LYLY1_2A021501	LYLY1_2A021501T1	protein_coding	0	2	2	11	0	0	0	5	0	0	2	0	0	0	0	0	0	0	2	6
LYLY1_2A021502	LYLY1_2A021502	LYLY1_2A021502T1	protein_coding	0	0	0	61	0	0	0	2	0	56	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021503	LYLY1_2A021503	LYLY1_2A021503T1	protein_coding	0	1	0	249	0	0	0	2	0	243	0	0	0	1	0	0	0	0	0	5
LYLY1_2A021504	LYLY1_2A021504	LYLY1_2A021504T1	protein_coding	0	1	0	40	0	0	0	2	0	36	0	0	0	0	0	0	0	0	1	2
LYLY1_2A021505	LYLY1_2A021505	LYLY1_2A021505T1	protein_coding	0	0	3	38	0	0	3	25	0	0	3	0	0	0	0	0	0	0	0	10
LYLY1_2A021507	LYLY1_2A021507	LYLY1_2A021507T2	protein_coding	0	2	1	20	0	0	0	5	0	15	1	0	0	1	0	0	0	0	1	1
LYLY1_2A021510	LYLY1_2A021510	LYLY1_2A021510T2	protein_coding	0	2	1	45	2	1	1	8	0	23	1	0	0	1	0	0	0	0	0	12
LYLY1_2A021511	LYLY1_2A021511	LYLY1_2A021511T1	protein_coding	0	0	0	52	0	0	0	9	0	38	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021512	LYLY1_2A021512	LYLY1_2A021512T1	protein_coding	0	2	5	18	2	0	0	3	0	13	5	0	0	1	0	0	0	0	1	1
LYLY1_2A021513	LYLY1_2A021513	LYLY1_2A021513T1	protein_coding	0	1	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1
LYLY1_2A021514	LYLY1_2A021514	LYLY1_2A021514T1	protein_coding	0	0	0	285	0	0	0	11	0	261	0	0	0	0	0	0	0	0	0	13
LYLY1_2A021515	LYLY1_2A021515	LYLY1_2A021515T1	protein_coding	0	3	1	69	3	0	0	1	0	57	1	0	0	1	0	0	0	0	2	9
LYLY1_2A021516	LYLY1_2A021516	LYLY1_2A021516T1	protein_coding	0	0	0	76	0	0	0	4	0	72	0	0	0	0	0	0	0	0	0	0
LYLY1_2A021521	LYLY1_2A021521	LYLY1_2A021521T2	protein_coding	0	0	0	24	5	0	0	9	0	5	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021522	LYLY1_2A021522	LYLY1_2A021522T1	protein_coding	0	2	0	101	0	0	0	7	0	86	0	0	0	0	0	0	0	0	2	8
LYLY1_2A021523	LYLY1_2A021523	LYLY1_2A021523T1	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021526	LYLY1_2A021526	LYLY1_2A021526T2	protein_coding	0	0	2	18	0	0	1	4	0	2	2	0	0	0	0	0	0	0	0	11
LYLY1_2A021528	LYLY1_2A021528	LYLY1_2A021528T1	protein_coding	0	2	0	222	0	0	0	15	0	201	0	0	0	1	0	0	0	0	1	7
LYLY1_2A021530	LYLY1_2A021530	LYLY1_2A021530T2	protein_coding	0	0	1	71	0	0	0	6	0	61	1	0	0	0	0	0	0	0	0	4
LYLY1_2A021531	LYLY1_2A021531	LYLY1_2A021531T1	protein_coding	0	0	0	16	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021534	LYLY1_2A021534	LYLY1_2A021534T1	protein_coding	0	0	0	26	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021535	LYLY1_2A021535	LYLY1_2A021535T1	protein_coding	0	0	1	8	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	3
LYLY1_2A021536	LYLY1_2A021536	LYLY1_2A021536T1	protein_coding	0	0	1	14	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	8
LYLY1_2A021537	LYLY1_2A021537	LYLY1_2A021537T1	protein_coding	0	1	0	88	6	0	0	5	0	57	0	0	0	0	0	0	0	0	1	20
LYLY1_2A021547	LYLY1_2A021547	LYLY1_2A021547T3	protein_coding	0	1	1	31	1	0	0	3	0	26	1	0	0	0	0	0	0	0	1	1
LYLY1_2A021548	LYLY1_2A021548	LYLY1_2A021548T1	protein_coding	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
LYLY1_2A021549	LYLY1_2A021549	LYLY1_2A021549T1	protein_coding	0	0	0	22	6	0	0	6	0	8	0	0	0	0	0	0	0	0	0	2
LYLY1_2A021551	LYLY1_2A021551	LYLY1_2A021551T1	protein_coding	0	0	2	43	0	0	0	7	0	33	2	0	0	0	0	0	0	0	0	3
LYLY1_2A021552	LYLY1_2A021552	LYLY1_2A021552T1	protein_coding	0	0	0	58	0	0	0	7	0	47	0	0	0	0	0	0	0	0	0	4
LYLY1_2A021556	LYLY1_2A021556	LYLY1_2A021556T2	protein_coding	0	0	0	18	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021563	LYLY1_2A021563	LYLY1_2A021563T1	protein_coding	0	1	0	27	1	0	1	3	0	21	0	0	0	1	0	0	0	0	1	1
LYLY1_2A021565	LYLY1_2A021565	LYLY1_2A021565T1	protein_coding	0	2	0	21	1	0	1	5	0	3	0	0	0	0	0	0	0	0	2	11
LYLY1_2A021566	LYLY1_2A021566	LYLY1_2A021566T1	protein_coding	0	0	0	8	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	3
LYLY1_2A021573	LYLY1_2A021573	LYLY1_2A021573T3	protein_coding	0	0	0	54	4	0	0	7	0	38	0	0	0	0	0	0	0	0	0	5
LYLY1_2A021574	LYLY1_2A021574	LYLY1_2A021574T1	protein_coding	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
LYLY1_2A021576	LYLY1_2A021576	LYLY1_2A021576T1	protein_coding	0	0	1	124	2	0	1	38	0	81	1	0	0	0	0	0	0	0	0	2
LYLY1_2A021577	LYLY1_2A021577	LYLY1_2A021577T1	protein_coding	0	3	3	123	0	0	0	21	0	84	3	0	0	2	0	0	0	0	2	19
LYLY1_2A021582	LYLY1_2A021582	LYLY1_2A021582T4	protein_coding	0	0	0	8	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
LYLY1_2A021583	LYLY1_2A021583	LYLY1_2A021583T1	protein_coding	0	0	1	62	5	0	0	4	0	50	1	0	0	0	0	0	0	0	0	3
LYLY1_2A021584	LYLY1_2A021584	LYLY1_2A021584T1	protein_coding	0	0	0	18	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	8
LYLY1_2A021585	LYLY1_2A021585	LYLY1_2A021585T1	protein_coding	0	1	1	28	4	1	2	10	0	0	1	0	0	0	0	0	0	0	0	12
LYLY1_2A021586	LYLY1_2A021586	LYLY1_2A021586T1	protein_coding	0	2	0	19	0	0	0	9	0	9	0	0	0	0	0	0	0	0	2	1
